product,ticker,quantity,start_date,end_date,avg_cost,total_cost,current_value,current_money_weighted_return,realized_return,net_return,current_performance_percentage,net_performance_percentage
Salesforce Inc.,CRM,0.0,2024-01-01,2024-09-28,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-09-28,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-09-28,6.64,93.02,112.0,18.98,-4.05,14.93,20.4,16.05
Full portfolio,,268.0,2024-01-01,2024-09-28,6.07,7209.72,5922.92,1039.99,-382.7,657.29,14.42,9.12
Nasdaq,NQSE.DE,81.0,2024-01-01,2024-09-29,10.39,841.8,973.13,131.33,-10.0,121.33,15.6,14.41
World,2B7K.DE,91.0,2024-01-01,2024-09-29,10.26,933.72,1026.12,92.4,-3.0,89.4,9.9,9.57
PayPal,PYPL,0.0,2024-01-01,2024-09-29,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-09-29,5.72,291.87,326.6,34.73,-1.0,33.73,11.9,11.56
Pacific,UIMT.AS,7.0,2024-01-01,2024-09-29,69.67,487.68,515.97,28.29,-11.58,16.71,5.8,3.43
Europe,IESE.AS,15.0,2024-01-01,2024-09-29,58.12,871.76,1084.05,212.29,-11.69,200.6,24.35,23.01
USA,UIMP.AS,9.0,2024-01-01,2024-09-29,151.45,1363.08,1885.05,521.97,-3.11,518.86,38.29,38.07
Cloudflare,NET,0.0,2024-01-01,2024-09-29,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-09-29,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-09-29,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-09-29,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-09-29,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-09-29,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-09-29,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-09-29,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-09-29,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-09-29,6.64,93.02,112.0,18.98,-4.05,14.93,20.4,16.05
Full portfolio,,268.0,2024-01-01,2024-09-29,6.07,7209.72,5922.92,1039.99,-382.7,657.29,14.42,9.12
Nasdaq,NQSE.DE,81.0,2024-01-01,2024-09-30,10.39,841.8,970.06,128.26,-10.0,118.26,15.24,14.05
World,2B7K.DE,91.0,2024-01-01,2024-09-30,10.26,933.72,1022.29,88.57,-3.0,85.57,9.49,9.16
PayPal,PYPL,0.0,2024-01-01,2024-09-30,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-09-30,5.72,291.87,323.85,31.98,-1.0,30.98,10.96,10.61
Pacific,UIMT.AS,7.0,2024-01-01,2024-09-30,69.67,487.68,516.18,28.5,-11.58,16.92,5.84,3.47
Europe,IESE.AS,15.0,2024-01-01,2024-09-30,58.12,871.76,1072.95,201.19,-11.69,189.5,23.08,21.74
USA,UIMP.AS,9.0,2024-01-01,2024-09-30,151.45,1363.08,1877.4,514.32,-3.11,511.21,37.73,37.5
Cloudflare,NET,0.0,2024-01-01,2024-09-30,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-09-30,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-09-30,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-09-30,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-09-30,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-09-30,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-09-30,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-09-30,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-09-30,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-09-30,6.64,93.02,111.02,18.0,-4.05,13.95,19.35,15.0
Full portfolio,,268.0,2024-01-01,2024-09-30,6.07,7209.72,5893.75,1010.82,-382.7,628.12,14.02,8.71
Nasdaq,NQSE.DE,81.0,2024-01-01,2024-10-01,10.39,841.8,958.23,116.43,-10.0,106.43,13.83,12.64
World,2B7K.DE,91.0,2024-01-01,2024-10-01,10.26,933.72,1022.48,88.76,-3.0,85.76,9.51,9.18
PayPal,PYPL,0.0,2024-01-01,2024-10-01,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-10-01,5.72,291.87,325.07,33.2,-1.0,32.2,11.38,11.03
Pacific,UIMT.AS,7.0,2024-01-01,2024-10-01,69.67,487.68,520.1,32.42,-11.58,20.84,6.65,4.27
Europe,IESE.AS,15.0,2024-01-01,2024-10-01,58.12,871.76,1069.5,197.74,-11.69,186.05,22.68,21.34
USA,UIMP.AS,9.0,2024-01-01,2024-10-01,151.45,1363.08,1875.15,512.07,-3.11,508.96,37.57,37.34
Cloudflare,NET,0.0,2024-01-01,2024-10-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-10-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-10-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-10-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-10-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-10-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-10-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-10-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-10-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-10-01,6.64,93.02,110.09,17.07,-4.05,13.02,18.35,14.0
Full portfolio,,268.0,2024-01-01,2024-10-01,6.07,7209.72,5880.62,997.69,-382.7,614.99,13.84,8.53
Nasdaq,NQSE.DE,81.0,2024-01-01,2024-10-02,10.39,841.8,963.74,121.94,-10.0,111.94,14.49,13.3
World,2B7K.DE,91.0,2024-01-01,2024-10-02,10.26,933.72,1025.02,91.3,-3.0,88.3,9.78,9.46
PayPal,PYPL,0.0,2024-01-01,2024-10-02,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-10-02,5.72,291.87,329.77,37.9,-1.0,36.9,12.98,12.64
Pacific,UIMT.AS,7.0,2024-01-01,2024-10-02,69.67,487.68,518.77,31.09,-11.58,19.51,6.38,4.0
Europe,IESE.AS,15.0,2024-01-01,2024-10-02,58.12,871.76,1070.25,198.49,-11.69,186.8,22.77,21.43
USA,UIMP.AS,9.0,2024-01-01,2024-10-02,151.45,1363.08,1884.6,521.52,-3.11,518.41,38.26,38.03
Cloudflare,NET,0.0,2024-01-01,2024-10-02,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-10-02,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-10-02,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-10-02,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-10-02,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-10-02,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-10-02,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-10-02,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-10-02,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-10-02,6.64,93.02,112.42,19.4,-4.05,15.35,20.86,16.5
Full portfolio,,268.0,2024-01-01,2024-10-02,6.07,7209.72,5904.57,1021.64,-382.7,638.94,14.17,8.86
Nasdaq,NQSE.DE,81.0,2024-01-01,2024-10-03,10.39,841.8,961.96,120.16,-10.0,110.16,14.27,13.09
World,2B7K.DE,91.0,2024-01-01,2024-10-03,10.26,933.72,1022.84,89.12,-3.0,86.12,9.54,9.22
PayPal,PYPL,0.0,2024-01-01,2024-10-03,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-10-03,5.72,291.87,329.15,37.28,-1.0,36.28,12.77,12.43
Pacific,UIMT.AS,7.0,2024-01-01,2024-10-03,69.67,487.68,516.67,28.99,-11.58,17.41,5.94,3.57
Europe,IESE.AS,15.0,2024-01-01,2024-10-03,58.12,871.76,1060.95,189.19,-11.69,177.5,21.7,20.36
USA,UIMP.AS,9.0,2024-01-01,2024-10-03,151.45,1363.08,1880.55,517.47,-3.11,514.36,37.96,37.74
Cloudflare,NET,0.0,2024-01-01,2024-10-03,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-10-03,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-10-03,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-10-03,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-10-03,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-10-03,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-10-03,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-10-03,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-10-03,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-10-03,6.64,93.02,112.14,19.12,-4.05,15.07,20.55,16.2
Full portfolio,,268.0,2024-01-01,2024-10-03,6.07,7209.72,5884.26,1001.33,-382.7,618.63,13.89,8.58
Nasdaq,NQSE.DE,81.0,2024-01-01,2024-10-04,10.39,841.8,964.71,122.91,-10.0,112.91,14.6,13.41
World,2B7K.DE,91.0,2024-01-01,2024-10-04,10.26,933.72,1027.39,93.67,-3.0,90.67,10.03,9.71
PayPal,PYPL,0.0,2024-01-01,2024-10-04,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-10-04,5.72,291.87,332.32,40.45,-1.0,39.45,13.86,13.51
Pacific,UIMT.AS,7.0,2024-01-01,2024-10-04,69.67,487.68,523.32,35.64,-11.58,24.06,7.31,4.93
Europe,IESE.AS,15.0,2024-01-01,2024-10-04,58.12,871.76,1065.6,193.84,-11.69,182.15,22.24,20.89
USA,UIMP.AS,9.0,2024-01-01,2024-10-04,151.45,1363.08,1890.9,527.82,-3.11,524.71,38.72,38.49
Cloudflare,NET,0.0,2024-01-01,2024-10-04,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-10-04,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-10-04,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-10-04,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-10-04,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-10-04,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-10-04,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-10-04,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-10-04,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-10-04,6.64,93.02,111.91,18.89,-4.05,14.84,20.31,15.96
Full portfolio,,268.0,2024-01-01,2024-10-04,6.07,7209.72,5916.15,1033.22,-382.7,650.52,14.33,9.02
Nasdaq,NQSE.DE,81.0,2024-01-01,2024-10-05,10.39,841.8,964.71,122.91,-10.0,112.91,14.6,13.41
World,2B7K.DE,91.0,2024-01-01,2024-10-05,10.26,933.72,1027.39,93.67,-3.0,90.67,10.03,9.71
PayPal,PYPL,0.0,2024-01-01,2024-10-05,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-10-05,5.72,291.87,332.32,40.45,-1.0,39.45,13.86,13.51
Pacific,UIMT.AS,7.0,2024-01-01,2024-10-05,69.67,487.68,523.32,35.64,-11.58,24.06,7.31,4.93
Europe,IESE.AS,15.0,2024-01-01,2024-10-05,58.12,871.76,1065.6,193.84,-11.69,182.15,22.24,20.89
USA,UIMP.AS,9.0,2024-01-01,2024-10-05,151.45,1363.08,1890.9,527.82,-3.11,524.71,38.72,38.49
Cloudflare,NET,0.0,2024-01-01,2024-10-05,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-10-05,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-10-05,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-10-05,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-10-05,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-10-05,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-10-05,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-10-05,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-10-05,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-10-05,6.64,93.02,111.91,18.89,-4.05,14.84,20.31,15.96
Full portfolio,,268.0,2024-01-01,2024-10-05,6.07,7209.72,5916.15,1033.22,-382.7,650.52,14.33,9.02
Nasdaq,NQSE.DE,81.0,2024-01-01,2024-10-06,10.39,841.8,964.71,122.91,-10.0,112.91,14.6,13.41
World,2B7K.DE,91.0,2024-01-01,2024-10-06,10.26,933.72,1027.39,93.67,-3.0,90.67,10.03,9.71
PayPal,PYPL,0.0,2024-01-01,2024-10-06,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-10-06,5.72,291.87,332.32,40.45,-1.0,39.45,13.86,13.51
Pacific,UIMT.AS,7.0,2024-01-01,2024-10-06,69.67,487.68,523.32,35.64,-11.58,24.06,7.31,4.93
Europe,IESE.AS,15.0,2024-01-01,2024-10-06,58.12,871.76,1065.6,193.84,-11.69,182.15,22.24,20.89
USA,UIMP.AS,9.0,2024-01-01,2024-10-06,151.45,1363.08,1890.9,527.82,-3.11,524.71,38.72,38.49
Cloudflare,NET,0.0,2024-01-01,2024-10-06,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-10-06,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-10-06,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-10-06,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-10-06,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-10-06,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-10-06,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-10-06,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-10-06,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-10-06,6.64,93.02,111.91,18.89,-4.05,14.84,20.31,15.96
Full portfolio,,268.0,2024-01-01,2024-10-06,6.07,7209.72,5916.15,1033.22,-382.7,650.52,14.33,9.02
Nasdaq,NQSE.DE,81.0,2024-01-01,2024-10-07,10.39,841.8,969.25,127.45,-10.0,117.45,15.14,13.95
World,2B7K.DE,91.0,2024-01-01,2024-10-07,10.26,933.72,1029.03,95.31,-3.0,92.31,10.21,9.89
PayPal,PYPL,0.0,2024-01-01,2024-10-07,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-10-07,5.72,291.87,333.69,41.82,-1.0,40.82,14.33,13.99
Pacific,UIMT.AS,7.0,2024-01-01,2024-10-07,69.67,487.68,520.8,33.12,-11.58,21.54,6.79,4.42
Europe,IESE.AS,15.0,2024-01-01,2024-10-07,58.12,871.76,1064.25,192.49,-11.69,180.8,22.08,20.74
USA,UIMP.AS,9.0,2024-01-01,2024-10-07,151.45,1363.08,1892.7,529.62,-3.11,526.51,38.85,38.63
Cloudflare,NET,0.0,2024-01-01,2024-10-07,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-10-07,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-10-07,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-10-07,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-10-07,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-10-07,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-10-07,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-10-07,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-10-07,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-10-07,6.64,93.02,112.88,19.86,-4.05,15.81,21.34,16.99
Full portfolio,,268.0,2024-01-01,2024-10-07,6.07,7209.72,5922.6,1039.67,-382.7,656.97,14.42,9.11
Nasdaq,NQSE.DE,81.0,2024-01-01,2024-10-08,10.39,841.8,972.16,130.36,-10.0,120.36,15.49,14.3
World,2B7K.DE,91.0,2024-01-01,2024-10-08,10.26,933.72,1030.85,97.13,-3.0,94.13,10.4,10.08
PayPal,PYPL,0.0,2024-01-01,2024-10-08,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-10-08,5.72,291.87,328.85,36.98,-1.0,35.98,12.67,12.33
Pacific,UIMT.AS,7.0,2024-01-01,2024-10-08,69.67,487.68,517.58,29.9,-11.58,18.32,6.13,3.76
Europe,IESE.AS,15.0,2024-01-01,2024-10-08,58.12,871.76,1060.2,188.44,-11.69,176.75,21.62,20.28
USA,UIMP.AS,9.0,2024-01-01,2024-10-08,151.45,1363.08,1901.25,538.17,-3.11,535.06,39.48,39.25
Cloudflare,NET,0.0,2024-01-01,2024-10-08,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-10-08,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-10-08,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-10-08,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-10-08,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-10-08,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-10-08,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-10-08,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-10-08,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-10-08,6.64,93.02,111.18,18.16,-4.05,14.11,19.52,15.17
Full portfolio,,268.0,2024-01-01,2024-10-08,6.07,7209.72,5922.07,1039.14,-382.7,656.44,14.41,9.1
Nasdaq,NQSE.DE,81.0,2024-01-01,2024-10-09,10.39,841.8,981.4,139.6,-10.0,129.6,16.58,15.4
World,2B7K.DE,91.0,2024-01-01,2024-10-09,10.26,933.72,1038.86,105.14,-3.0,102.14,11.26,10.94
PayPal,PYPL,0.0,2024-01-01,2024-10-09,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-10-09,5.72,291.87,329.26,37.39,-1.0,36.39,12.81,12.47
Pacific,UIMT.AS,7.0,2024-01-01,2024-10-09,69.67,487.68,517.02,29.34,-11.58,17.76,6.02,3.64
Europe,IESE.AS,15.0,2024-01-01,2024-10-09,58.12,871.76,1066.8,195.04,-11.69,183.35,22.37,21.03
USA,UIMP.AS,9.0,2024-01-01,2024-10-09,151.45,1363.08,1915.65,552.57,-3.11,549.46,40.54,40.31
Cloudflare,NET,0.0,2024-01-01,2024-10-09,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-10-09,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-10-09,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-10-09,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-10-09,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-10-09,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-10-09,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-10-09,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-10-09,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-10-09,6.64,93.02,111.14,18.12,-4.05,14.07,19.48,15.13
Full portfolio,,268.0,2024-01-01,2024-10-09,6.07,7209.72,5960.13,1077.2,-382.7,694.5,14.94,9.63
Nasdaq,NQSE.DE,81.0,2024-01-01,2024-10-10,10.39,841.8,982.85,141.05,-10.0,131.05,16.76,15.57
World,2B7K.DE,91.0,2024-01-01,2024-10-10,10.26,933.72,1038.31,104.59,-3.0,101.59,11.2,10.88
PayPal,PYPL,0.0,2024-01-01,2024-10-10,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-10-10,5.72,291.87,328.34,36.47,-1.0,35.47,12.49,12.15
Pacific,UIMT.AS,7.0,2024-01-01,2024-10-10,69.67,487.68,516.67,28.99,-11.58,17.41,5.94,3.57
Europe,IESE.AS,15.0,2024-01-01,2024-10-10,58.12,871.76,1065.6,193.84,-11.69,182.15,22.24,20.89
USA,UIMP.AS,9.0,2024-01-01,2024-10-10,151.45,1363.08,1919.7,556.62,-3.11,553.51,40.84,40.61
Cloudflare,NET,0.0,2024-01-01,2024-10-10,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-10-10,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-10-10,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-10-10,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-10-10,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-10-10,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-10-10,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-10-10,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-10-10,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-10-10,6.64,93.02,111.44,18.42,-4.05,14.37,19.8,15.45
